Dataset,Vocabulary,Exempt_Mode,Model_ID,SARI_Avg,SARI_Median,SARI_Min,SARI_Max,SARI_P90,BLEU_Avg,BLEU_Median,BLEU_Min,BLEU_Max,BLEU_P90,METEOR_Avg,METEOR_Median,METEOR_Min,METEOR_Max,METEOR_P90,BERTScore_Avg,BERTScore_Median,BERTScore_Min,BERTScore_Max,BERTScore_P90,Jaccard_Similarity_Avg,Jaccard_Similarity_Median,Jaccard_Similarity_Min,Jaccard_Similarity_Max,Jaccard_Similarity_P90,Cosine_Similarity_Avg,Cosine_Similarity_Median,Cosine_Similarity_Min,Cosine_Similarity_Max,Cosine_Similarity_P90,Compression_Ratio_Avg,Compression_Ratio_Median,Compression_Ratio_Min,Compression_Ratio_Max,Compression_Ratio_P90
sick,vocab_700.txt,none,BYT5,26.074,28.6438,3.5836,39.359,32.2917,0.3736,0.0,0.0,4.8912,2.0244,1.4778,0.0,0.0,29.0404,5.2632,64.9613,64.6874,55.3501,76.9858,70.7399,2.8972,0.0,0.0,30.0,11.1111,65.569,65.1489,55.0775,81.0881,72.7771,1.88,1.7273,0.6364,4.1429,3.17
turk_corpus,vocab_700.txt,none,EMB_SUB,23.717,24.1784,9.4956,41.8809,30.0743,2.9496,2.5674,0.0,17.7784,5.8642,9.4602,7.5758,0.0,37.0648,21.3321,69.8646,70.0908,54.8729,78.8439,74.5518,7.4396,6.6667,0.0,34.7826,16.2366,69.1322,69.2646,52.7189,81.6223,73.7544,0.9957,1.0,0.9038,1.0,1.0
asset,vocab_700.txt,none,EMB_SUB,25.253,25.3977,14.0859,34.1608,29.3947,3.2181,2.8398,0.0,17.7784,6.2958,10.5073,8.3333,0.0,36.7647,22.2318,70.1928,70.1497,59.7141,79.1192,74.9049,4.9796,4.0816,0.0,22.2222,10.8709,67.9266,68.017,50.1818,77.6492,72.9426,0.9804,1.0,0.3333,2.6,1.1667
sick,vocab_700.txt,none,EMB_SUB,27.549,29.4757,6.3161,39.7222,33.9161,3.1976,3.3772,0.0,25.7487,5.693,7.9781,6.25,0.0,49.6689,15.8815,71.349,70.9349,64.53,80.7992,75.6627,15.568,14.2857,0.0,42.8571,27.2727,73.2561,72.7216,66.7387,85.0887,77.8521,1.0,1.0,1.0,1.0,1.0
turk_corpus,vocab_800.txt,english_stopwords,MLM,31.5433,30.7864,14.7094,55.2388,40.1191,15.9548,12.1921,1.2537,70.3085,32.1729,43.0648,41.7978,11.65,80.7299,63.219,81.0638,81.0475,65.6275,95.3697,87.802,33.4279,32.4324,8.3333,73.6842,50.0,83.6215,83.8175,65.3265,96.0542,89.9836,0.9353,0.9412,0.6897,1.0,1.0
asset,vocab_800.txt,english_stopwords,MLM,33.3027,32.4606,20.6529,54.0906,41.2999,17.0874,13.8881,3.1809,82.8966,32.5778,44.876,44.4542,14.5349,89.6518,63.0383,81.3102,81.1028,65.6894,96.9495,87.3516,25.4841,24.3902,4.0,61.9048,38.547,81.0588,81.515,62.4565,95.3,88.148,0.9231,0.9375,0.3,2.6,1.1286
sick,vocab_800.txt,english_stopwords,MLM,30.4157,29.9053,2.381,73.3929,41.8459,13.0002,8.4263,0.0,88.0112,32.9035,34.6905,31.7109,0.0,89.9383,65.4321,82.0281,81.7835,66.5924,95.3027,89.7081,51.7264,50.0,18.1818,100.0,71.5584,89.4767,90.4163,74.8656,100.0,95.4746,0.9439,0.9333,0.75,1.0,1.0
turk_corpus,vocab_800.txt,english_stopwords,T5,24.5868,24.5121,8.5612,46.1305,32.7733,1.0518,0.0045,0.0,17.0597,2.6721,7.562,3.937,0.0,45.9894,20.4365,62.7352,62.5577,44.5291,83.9425,72.8484,6.3129,0.0,0.0,37.5,20.0,61.4381,61.3005,41.6174,86.238,72.6254,2.0629,1.7429,0.0286,10.3333,4.7692
asset,vocab_800.txt,english_stopwords,T5,26.2682,25.9052,14.0859,49.2899,32.2418,1.2597,0.5845,0.0,14.5932,3.2635,8.5183,5.1903,0.0,43.9895,22.5038,63.3643,62.8197,44.9343,84.4268,73.1674,5.6811,0.0,0.0,36.1111,17.1068,60.6631,60.8747,41.6174,85.7134,71.423,1.9919,1.8235,0.0294,10.5,4.4286
sick,vocab_800.txt,english_stopwords,T5,25.92,28.294,3.5836,56.5161,32.2917,0.1426,0.0,0.0,7.1605,0.0,1.0934,0.0,0.0,33.6257,0.0,58.9892,56.6305,49.6119,80.2295,66.9625,2.0734,0.0,0.0,47.0588,5.0263,61.7619,60.3542,52.6443,85.0565,68.4672,0.6604,0.1111,0.0476,7.625,3.1
turk_corpus,vocab_800.txt,english_stopwords,BYT5,25.8061,26.2386,9.9666,43.4371,33.2308,3.45,2.2921,0.0,25.0015,7.1773,12.4237,9.95,0.0,52.6685,24.0636,67.7704,67.9526,52.9085,80.0301,74.2792,11.5876,10.0,0.0,50.0,23.9125,68.0782,67.9633,51.266,84.4867,77.6067,1.5993,1.4286,0.0192,7.5,2.7038
asset,vocab_800.txt,english_stopwords,BYT5,27.2613,26.8096,15.5409,43.8626,32.9318,3.6109,2.554,0.0,21.5,7.2925,13.6428,11.6692,0.0,55.8762,26.946,68.267,68.2214,54.3269,80.3818,74.5014,9.8418,8.6957,0.0,36.3636,20.0,66.798,67.1327,49.1437,84.4472,75.609,1.5128,1.3684,0.0294,5.0,2.4317
sick,vocab_800.txt,english_stopwords,BYT5,29.5759,30.2629,3.3333,62.6984,38.3987,2.394,1.5302,0.0,26.4499,5.5657,13.3334,8.4152,0.0,65.7895,32.3839,70.9834,70.3361,52.7754,88.1429,79.5583,22.0263,20.0,0.0,80.0,45.4545,74.2602,74.5425,47.1758,91.6286,84.8928,2.6911,2.4545,0.8,8.25,4.125
turk_corpus,vocab_800.txt,english_stopwords,EMB_SUB,31.3347,30.7708,14.557,54.7629,40.0265,13.8862,10.5527,1.1777,72.0039,29.0441,38.1899,36.8595,7.5188,85.5159,57.4806,76.7946,76.4236,62.2437,94.3739,84.1918,33.3758,33.3333,7.6923,73.3333,48.0386,78.1071,78.3872,60.8239,94.5692,86.1725,0.9957,1.0,0.9038,1.0,1.0
asset,vocab_800.txt,english_stopwords,EMB_SUB,32.9718,32.2358,19.9096,52.5104,40.1616,14.591,11.2085,1.4252,72.0039,29.9207,39.3721,38.6669,8.6957,84.0262,58.5358,77.0002,76.7448,62.2083,93.469,83.8172,24.8636,23.913,0.0,61.9048,38.0952,75.4738,75.5284,54.2483,93.435,83.27,0.9804,1.0,0.3333,2.6,1.1667
sick,vocab_800.txt,english_stopwords,EMB_SUB,30.0612,29.4891,2.381,66.6667,41.8364,12.5805,8.128,0.0,75.9836,32.4668,34.1034,29.9075,0.0,99.8542,66.1836,80.6203,80.3615,66.8351,95.6621,87.3695,52.306,50.0,20.0,100.0,71.4286,87.1519,87.2386,73.1175,100.0,93.6011,1.0,1.0,1.0,1.0,1.0
turk_corpus,vocab_800.txt,none,MLM,23.7322,24.3239,9.8043,42.8786,30.2267,4.4006,3.7478,0.0,18.7983,7.4956,14.6349,13.089,2.5253,43.7255,24.8222,74.4323,74.7446,55.3807,88.7607,79.613,6.7672,5.8824,0.0,31.8182,14.0852,74.7616,75.3232,57.1023,88.1497,81.1051,0.8309,0.85,0.4545,1.0,0.9474
asset,vocab_800.txt,none,MLM,25.246,25.3858,14.0859,34.3278,29.4126,4.6089,3.9566,1.2302,21.1421,7.815,16.0283,14.2045,4.5872,40.6434,27.0438,74.8198,75.0986,59.9762,87.1442,80.1399,4.9474,4.0,0.0,24.2424,10.7937,73.5587,74.1771,53.8139,87.4536,80.2789,0.8204,0.8333,0.2,2.0,1.0045
sick,vocab_800.txt,none,MLM,27.3673,29.5234,5.8824,42.9701,34.0577,3.4463,3.3865,0.0,25.7487,6.5673,8.794,7.2728,0.0,42.0635,17.5625,75.5476,75.56,62.4829,86.7728,80.925,12.8808,11.8824,0.0,37.5,24.1,78.6362,79.1565,66.5308,90.6588,83.5399,0.8499,0.8571,0.5,1.0,1.0
turk_corpus,vocab_800.txt,none,T5,22.2325,22.7459,8.5612,34.6116,28.8657,0.1741,0.0,0.0,8.5153,0.5845,1.5048,0.0,0.0,25.4141,4.2373,58.7389,58.801,44.5291,71.6948,65.0743,0.3844,0.0,0.0,16.6667,0.0,58.0149,58.2471,41.6174,75.6414,65.0243,0.7696,0.125,0.0222,7.75,2.6364
asset,vocab_800.txt,none,T5,23.8261,23.932,14.0859,30.9609,27.4946,0.2716,0.0,0.0,7.5454,0.6974,1.8662,0.0,0.0,16.0345,5.4945,59.4087,59.4489,44.9343,71.8152,66.0819,0.1042,0.0,0.0,11.1111,0.0,57.3257,57.5641,41.6174,72.7449,64.2797,0.7503,0.1176,0.027,7.625,2.6846
sick,vocab_800.txt,none,T5,25.5816,28.2205,3.5836,33.3333,31.9816,0.0,0.0,0.0,0.0002,0.0,0.0098,0.0,0.0,3.937,0.0,57.4137,56.2045,49.6119,67.5894,63.6295,0.0,0.0,0.0,0.0,0.0,60.4345,59.4851,52.1693,69.7908,65.8301,0.1757,0.1,0.0435,4.1333,0.3333
turk_corpus,vocab_800.txt,none,BYT5,22.4926,23.0088,8.5612,33.2918,29.1418,0.6812,0.0,0.0,6.4981,2.4151,1.8,0.0,0.0,23.5556,4.931,64.5498,64.5841,52.5026,78.0327,69.9001,1.4336,0.0,0.0,23.8095,5.387,63.9257,63.3926,47.0747,82.2456,70.7256,1.0859,0.9048,0.0192,5.5,2.0
asset,vocab_800.txt,none,BYT5,24.027,24.1317,14.0859,30.9609,27.5898,0.8143,0.0,0.0,7.1986,2.6312,2.0675,0.0,0.0,23.5556,5.814,64.9589,64.8558,52.0201,78.5382,69.7848,0.8943,0.0,0.0,11.1111,4.5455,63.1975,62.6219,47.0747,81.6738,69.2888,1.0272,0.8667,0.0294,4.3333,1.8025
sick,vocab_800.txt,none,BYT5,26.1059,28.7469,3.5836,39.4006,32.2917,0.3831,0.0,0.0,5.4393,1.919,1.5927,0.0,0.0,29.0404,5.5556,65.2127,64.9911,55.3501,80.7675,70.8107,2.889,0.0,0.0,30.0,11.1765,65.845,65.5401,56.0743,85.4446,72.901,1.8853,1.7273,0.6364,4.1429,3.2222
turk_corpus,vocab_800.txt,none,EMB_SUB,23.757,24.1603,9.4956,41.8809,30.0743,3.0331,2.628,0.0,17.7784,6.0792,9.8104,8.0831,0.0,37.0648,21.7047,70.0627,70.2615,54.8729,79.0371,74.6809,7.7049,6.6667,0.0,34.7826,16.6667,69.3359,69.4137,52.7189,81.1208,73.8776,0.9957,1.0,0.9038,1.0,1.0
asset,vocab_800.txt,none,EMB_SUB,25.3054,25.5252,14.0859,34.1608,29.4164,3.2975,2.9083,0.0,17.7784,6.3541,10.9206,9.058,0.0,36.7647,23.0542,70.4018,70.4096,59.7141,79.6526,75.0516,5.1665,4.1667,0.0,22.2222,11.1111,68.1327,68.3316,50.1818,80.5602,72.9339,0.9804,1.0,0.3333,2.6,1.1667
sick,vocab_800.txt,none,EMB_SUB,27.7196,29.4577,7.2421,41.2945,34.1969,3.3153,3.3865,0.0,25.7487,6.3801,8.5343,6.6667,0.0,49.6689,18.6404,71.7164,71.2846,64.53,82.3537,76.2696,16.357,15.3846,0.0,42.8571,27.3232,73.6268,72.8339,66.7387,85.0887,78.2424,1.0,1.0,1.0,1.0,1.0
turk_corpus,vocab_900.txt,english_stopwords,MLM,31.593,30.9843,14.7094,55.2345,40.1633,16.2763,12.2562,1.278,70.3085,32.4768,43.5153,42.9422,11.65,81.5016,63.7492,81.3567,81.2202,65.6275,95.3697,88.1794,33.9718,33.3333,8.3333,73.6842,50.0,84.005,84.5551,65.3265,96.8103,90.2108,0.9374,0.9412,0.6897,1.0,1.0
asset,vocab_900.txt,english_stopwords,MLM,33.4639,32.4428,20.6529,53.8174,41.5641,17.4302,14.2341,3.3165,82.8966,33.0503,45.3844,44.9641,14.5349,89.6518,63.786,81.6372,81.4636,65.6894,96.9495,87.6885,25.7094,24.4444,4.0,61.9048,38.8889,81.3861,81.5896,62.4565,95.3,88.533,0.925,0.9375,0.3,2.6,1.1459
sick,vocab_900.txt,english_stopwords,MLM,30.3212,29.5634,2.0833,73.3929,41.9771,13.5599,8.5614,0.0,88.0112,34.3988,35.7266,32.3382,0.0,89.9383,67.6904,82.5112,81.9286,66.5924,97.2197,90.8275,54.2951,53.8462,18.1818,100.0,77.7778,90.2625,90.8877,74.8656,100.0,96.2804,0.9525,1.0,0.8333,1.0,1.0
turk_corpus,vocab_900.txt,english_stopwords,T5,24.6982,24.7083,8.5612,46.1305,32.8979,1.1624,0.0045,0.0,17.0597,3.2258,7.8051,3.937,0.0,51.3889,22.2406,62.936,62.8406,44.5291,83.9425,73.79,6.561,0.0,0.0,37.931,20.5482,61.7376,61.4593,41.6174,88.8444,74.0015,2.0417,1.7222,0.0286,10.3333,4.7692
asset,vocab_900.txt,english_stopwords,T5,26.3356,25.8581,14.0859,49.2899,32.5029,1.3526,0.5845,0.0,14.5932,3.869,8.6343,5.2083,0.0,49.1149,22.5038,63.5735,63.0208,44.9343,85.2165,74.2043,5.8806,0.0,0.0,35.1351,17.6891,60.9043,61.065,41.6174,85.7134,72.7181,1.966,1.8235,0.0294,10.5,4.4286
sick,vocab_900.txt,english_stopwords,T5,25.9294,28.2859,3.5836,45.0855,32.2917,0.1684,0.0,0.0,7.1605,0.0587,1.2855,0.0,0.0,33.6257,2.4504,59.1703,56.6305,49.6119,81.8295,67.3626,2.071,0.0,0.0,45.0,5.0263,61.9278,60.4689,52.6443,86.6316,68.6354,0.6431,0.1111,0.0476,7.625,2.6883
turk_corpus,vocab_900.txt,english_stopwords,BYT5,25.8208,26.0328,9.9666,43.4371,33.6525,3.4304,2.287,0.0,25.0015,7.1773,12.3194,9.7561,0.0,52.6685,24.1799,67.9114,68.2249,52.9085,82.5823,74.2058,11.5438,10.0,0.0,50.0,23.8095,68.2358,68.5003,51.266,85.7652,77.7028,1.5871,1.4286,0.0192,7.5,2.6718
asset,vocab_900.txt,english_stopwords,BYT5,27.236,26.9399,15.5409,43.7305,32.9318,3.6182,2.468,0.0,21.5,7.3595,13.6297,11.4773,0.0,55.8762,27.2159,68.3611,68.488,54.3269,82.4482,74.4564,9.7632,8.3333,0.0,33.3333,20.5482,66.9586,67.3129,49.1437,85.2068,75.4638,1.5008,1.35,0.0294,5.0,2.3709
sick,vocab_900.txt,english_stopwords,BYT5,29.7297,30.4446,3.3333,62.6984,38.5576,2.4851,1.5302,0.0,18.8082,6.2504,13.4592,8.5613,0.0,65.7895,33.2152,71.0941,70.3228,52.7754,88.1429,79.8722,22.2891,20.0,0.0,80.0,46.1538,74.5762,75.1646,47.1758,88.9462,84.8928,2.6606,2.4808,0.8,8.25,4.0125
turk_corpus,vocab_900.txt,english_stopwords,EMB_SUB,31.3816,30.7214,14.557,54.7629,39.9764,14.2167,10.8564,1.1777,72.0039,29.3859,38.8966,37.5758,7.5188,85.5159,58.6084,77.0822,76.9503,62.3798,93.2942,84.3469,33.9205,33.3333,7.6923,73.3333,50.0,78.4782,78.5881,60.7751,94.7641,86.6164,0.9957,1.0,0.9038,1.0,1.0
asset,vocab_900.txt,english_stopwords,EMB_SUB,33.1214,32.355,19.9096,52.5104,40.5237,14.9553,11.9809,1.4252,72.0039,29.9207,39.8887,39.1786,8.6957,84.0262,58.5649,77.2771,77.1587,62.224,92.5144,84.0106,25.1274,24.0,0.0,61.9048,38.4615,75.7856,75.9399,53.8621,92.4529,83.419,0.9804,1.0,0.3333,2.6,1.1667
sick,vocab_900.txt,english_stopwords,EMB_SUB,29.8547,29.1793,2.0833,66.6667,41.8364,13.1757,8.3363,0.0,75.9836,34.194,35.2338,31.0903,0.0,99.8542,69.2598,81.147,80.8082,66.8575,97.3863,88.6016,54.6314,53.8462,20.0,100.0,76.4706,88.1385,88.1824,76.3969,100.0,95.1075,1.0,1.0,1.0,1.0,1.0
turk_corpus,vocab_900.txt,none,MLM,23.7652,24.3239,9.7987,39.0699,30.38,4.5183,3.8276,0.0,18.7983,7.7627,15.0483,13.3333,2.5253,43.7255,25.0758,74.6464,74.8107,55.3807,88.7607,79.7831,7.0439,6.0606,0.0,31.8182,15.5694,75.0123,75.7292,57.1023,88.1497,81.1011,0.8331,0.85,0.4545,1.0,0.9474
asset,vocab_900.txt,none,MLM,25.2957,25.3977,14.0859,34.3278,29.4126,4.7536,4.0272,1.2302,21.1421,8.154,16.5085,14.5631,4.5872,43.1419,28.4438,75.0513,75.2613,59.9762,87.1442,80.025,5.1298,4.0,0.0,24.2424,11.6863,73.7688,74.3441,53.8139,87.4536,80.2135,0.8226,0.8333,0.2,2.0,1.0
sick,vocab_900.txt,none,MLM,27.4761,29.5234,5.8824,42.9701,34.1688,3.6278,3.4355,0.0,25.7487,6.8983,9.3791,7.7519,0.0,42.0635,19.8295,75.9977,75.9365,62.4829,88.6233,81.229,13.9538,14.2857,0.0,37.5,27.2727,79.27,79.3699,66.5308,90.6588,84.7382,0.8586,0.8571,0.5,1.0,1.0
turk_corpus,vocab_900.txt,none,T5,22.2412,22.7587,8.5612,34.6116,28.8657,0.177,0.0,0.0,8.5153,0.5845,1.5192,0.0,0.0,25.4141,4.2373,58.7915,58.8219,44.5291,74.4794,65.1117,0.3956,0.0,0.0,16.6667,0.0,58.0718,58.3137,41.6174,76.6542,65.0243,0.7723,0.125,0.0222,7.75,2.6364
asset,vocab_900.txt,none,T5,23.8349,23.9312,14.0859,30.9609,27.5062,0.2734,0.0,0.0,7.5454,0.6951,1.8636,0.0,0.0,16.0345,5.4945,59.4497,59.4977,44.9343,74.291,66.0819,0.1173,0.0,0.0,11.1111,0.0,57.3896,57.6165,41.6174,74.6227,64.2797,0.7509,0.12,0.027,7.625,2.6846
sick,vocab_900.txt,none,T5,25.5816,28.2205,3.5836,33.3333,31.9816,0.0,0.0,0.0,0.0002,0.0,0.0098,0.0,0.0,3.937,0.0,57.4137,56.2045,49.6119,67.5894,63.6295,0.0,0.0,0.0,0.0,0.0,60.4345,59.4851,52.1693,69.7908,65.8301,0.1757,0.1,0.0435,4.1333,0.3333
turk_corpus,vocab_900.txt,none,BYT5,22.4956,23.0088,8.5612,33.2918,29.2187,0.666,0.0,0.0,5.2881,2.4075,1.8323,0.0,0.0,25.6861,5.2698,64.6122,64.689,48.5029,76.2523,69.9837,1.4501,0.0,0.0,25.0,5.4354,63.9133,63.3983,47.0747,82.2456,70.3935,1.0757,0.9048,0.0192,5.5,1.7778
asset,vocab_900.txt,none,BYT5,24.0234,24.1061,14.0859,30.9609,27.5898,0.8208,0.0,0.0,6.9714,2.6441,2.1619,0.0,0.0,27.1585,6.0388,65.0178,64.9761,52.0201,76.7197,70.0559,0.8965,0.0,0.0,13.0435,4.5455,63.2161,62.8214,47.0747,81.6738,69.5672,1.0133,0.8667,0.0294,4.3333,1.7273
sick,vocab_900.txt,none,BYT5,26.0151,28.7003,3.5836,39.359,32.0186,0.3529,0.0,0.0,4.8912,1.919,1.5282,0.0,0.0,29.0404,5.2632,65.441,65.5873,55.3501,79.7645,70.7185,2.9976,0.0,0.0,33.3333,11.1111,66.3978,66.2427,56.0743,84.2957,72.901,1.8268,1.6364,0.5,4.1429,3.1268
turk_corpus,vocab_900.txt,none,EMB_SUB,23.7935,24.1603,9.4956,39.8841,30.1809,3.1599,2.6988,0.0,17.7784,6.2958,10.3176,8.4746,0.0,37.1287,22.6231,70.2375,70.4788,55.232,81.5452,74.7711,8.1182,7.1429,0.0,34.7826,16.8116,69.5249,69.5725,52.4364,85.6335,74.0416,0.9957,1.0,0.9038,1.0,1.0
asset,vocab_900.txt,none,EMB_SUB,25.3832,25.5817,14.0859,34.1398,29.4281,3.4495,3.0098,0.0,17.7784,6.7327,11.4345,9.5541,0.0,36.7647,24.0913,70.5639,70.5445,59.3971,83.4737,75.1359,5.3984,4.3478,0.0,22.2222,12.0,68.3086,68.5568,49.7058,80.3474,73.1669,0.9804,1.0,0.3333,2.6,1.1667
sick,vocab_900.txt,none,EMB_SUB,27.7975,29.4577,7.2421,41.2945,34.1976,3.4646,3.3898,0.0,25.7487,6.5673,9.0427,6.9444,0.0,49.6689,21.2766,72.0406,71.5779,64.6877,82.4727,76.7557,17.7846,15.7895,0.0,44.4444,30.7692,74.095,73.3909,66.9585,85.5009,78.8399,1.0,1.0,1.0,1.0,1.0
turk_corpus,vocab_1000.txt,english_stopwords,MLM,31.7607,31.2105,14.7094,58.4635,40.2629,16.8349,12.8972,1.278,79.5271,33.0831,43.9458,43.1317,11.65,85.3462,64.5692,81.6264,81.4473,65.6275,95.3697,88.5138,34.669,34.0909,8.3333,87.5,50.0,84.3963,84.7078,65.3265,98.3726,90.6681,0.9383,0.9429,0.6897,1.0,1.0
asset,vocab_1000.txt,english_stopwords,MLM,33.5988,32.5374,20.6529,54.0906,41.6571,17.9822,14.3366,3.3165,82.8966,35.703,45.5344,45.0505,14.5349,89.6518,63.8509,81.8994,81.7114,65.6894,96.9495,88.3365,26.2662,25.0,4.0,61.9048,40.125,81.7492,82.1397,62.4565,96.4051,88.9169,0.9261,0.9375,0.3,2.6,1.1579
sick,vocab_1000.txt,english_stopwords,MLM,30.2545,29.3691,2.0833,73.3929,41.9771,13.9021,8.8241,0.0,88.0112,34.3988,36.4554,33.1268,0.0,89.9383,67.6904,82.8342,82.2296,66.5924,97.2197,90.9159,55.814,55.5556,18.1818,100.0,77.7778,90.7197,91.4175,75.8048,100.0,96.5556,0.9558,1.0,0.8333,1.0,1.0
turk_corpus,vocab_1000.txt,english_stopwords,T5,24.677,24.5339,8.5612,47.3068,32.8863,1.1649,0.0045,0.0,17.0597,3.1795,7.7513,3.7736,0.0,51.3889,21.4462,62.8988,62.831,44.5291,83.9425,73.9559,6.5618,0.0,0.0,37.931,20.9547,61.6952,61.4386,41.6174,88.8444,73.4629,2.0422,1.7222,0.0286,10.3333,4.7692
asset,vocab_1000.txt,english_stopwords,T5,26.3125,25.8529,14.0859,49.2899,32.294,1.348,0.5845,0.0,14.5932,3.8723,8.5643,5.0,0.0,49.1149,22.5291,63.5289,62.8197,44.9343,85.2165,73.8369,5.7486,0.0,0.0,35.1351,17.1626,60.8466,61.0407,41.6174,85.7134,72.551,1.9667,1.8,0.0294,10.5,4.4286
sick,vocab_1000.txt,english_stopwords,T5,26.0039,28.2859,3.5836,48.9879,32.3155,0.1993,0.0,0.0,11.1149,0.5845,1.4078,0.0,0.0,33.7879,2.6596,59.2237,56.6305,49.6119,81.8295,67.573,2.3104,0.0,0.0,45.8333,6.0795,62.0093,60.4689,52.6443,86.6316,68.6247,0.6554,0.1111,0.0476,7.75,2.6875
turk_corpus,vocab_1000.txt,english_stopwords,BYT5,25.9285,26.0954,9.9666,54.1748,33.7474,3.646,2.287,0.0,46.3531,7.4117,12.6853,9.95,0.0,53.0952,25.1009,68.1588,68.3648,52.9085,88.7363,74.416,12.1445,10.0,0.0,57.1429,25.0,68.612,68.5077,51.266,93.3362,78.4685,1.5848,1.4091,0.0192,7.5,2.6938
asset,vocab_1000.txt,english_stopwords,BYT5,27.3076,26.8657,15.5409,44.428,32.9318,3.8089,2.5198,0.0,45.6741,7.5916,14.0141,11.5741,0.0,55.8762,27.9758,68.6423,68.5717,54.3269,88.346,74.7486,10.1052,8.6957,0.0,57.1429,20.8333,67.2874,67.2423,49.1437,87.6344,75.978,1.4982,1.35,0.0294,5.0,2.4057
sick,vocab_1000.txt,english_stopwords,BYT5,29.8982,30.7534,3.3333,62.6984,39.11,2.5666,1.588,0.0,18.8082,6.2547,14.3333,9.6621,0.0,65.7895,34.0976,71.4245,71.0677,52.7754,88.1429,79.9877,23.2489,23.3032,0.0,80.0,46.2051,75.0204,75.6798,47.1758,88.9462,84.8928,2.6697,2.4808,0.8,8.25,4.125
turk_corpus,vocab_1000.txt,english_stopwords,EMB_SUB,31.4802,30.8039,14.557,56.7806,39.9807,14.7826,10.9443,1.1777,75.9836,30.263,39.5318,38.1633,7.5188,85.5159,60.7871,77.3533,76.9684,62.4001,94.102,84.954,34.5247,33.3333,7.6923,82.3529,50.0,78.82,78.6491,60.7751,97.8235,87.1966,0.9957,1.0,0.9038,1.0,1.0
asset,vocab_1000.txt,english_stopwords,EMB_SUB,33.208,32.3754,19.9096,52.5104,41.2979,15.4949,12.0146,1.4252,75.9836,30.7394,40.4501,39.7507,8.6957,84.0262,59.2824,77.559,77.1587,62.9649,94.102,84.71,25.5704,24.3243,0.0,71.4286,39.5789,76.1267,76.0389,54.5236,94.2927,84.1324,0.9804,1.0,0.3333,2.6,1.1667
sick,vocab_1000.txt,english_stopwords,EMB_SUB,29.7505,28.8773,2.0833,66.6667,41.2118,13.5188,8.5166,0.0,75.9836,34.194,36.006,31.9831,0.0,99.8542,69.1429,81.5329,81.3987,66.8575,97.3863,88.61,56.115,55.5556,20.0,100.0,77.7778,88.7392,88.8983,76.3969,100.0,95.0825,1.0,1.0,1.0,1.0,1.0
turk_corpus,vocab_1000.txt,none,MLM,23.8464,24.3944,9.7987,39.8446,30.2031,4.5591,3.9297,0.0,18.7983,7.7857,15.3924,13.5135,2.9762,43.7255,25.6723,74.891,75.0117,55.3807,89.1998,79.812,7.4498,6.25,0.0,31.8182,16.0258,75.2693,75.7297,57.1023,89.552,81.1596,0.8363,0.8571,0.4545,1.0,0.9474
asset,vocab_1000.txt,none,MLM,25.3746,25.413,14.0859,38.8228,29.4788,4.8071,4.0426,1.2302,21.1421,8.2849,16.7544,14.7059,4.5872,63.0252,27.9559,75.278,75.5963,59.9762,89.6616,80.3303,5.43,4.5455,0.0,24.2424,12.1459,74.0202,74.8082,53.8139,88.1991,80.1951,0.8262,0.84,0.2,2.0667,1.0045
sick,vocab_1000.txt,none,MLM,27.6943,29.5637,5.8824,42.9701,34.6175,3.7231,3.5915,0.0,28.0395,6.9172,9.854,8.7083,0.0,42.0635,19.8295,76.4305,76.389,62.4829,88.6233,81.6479,14.9778,14.2857,0.0,37.5,28.5714,79.8057,80.2388,66.5724,90.6588,84.7382,0.8662,0.875,0.5,1.0,1.0
turk_corpus,vocab_1000.txt,none,T5,22.2715,22.7587,8.5612,45.9631,28.8657,0.195,0.0,0.0,8.8928,0.5845,1.5643,0.0,0.0,25.4141,4.2373,58.8136,58.801,44.5291,81.4759,65.0743,0.4279,0.0,0.0,26.087,0.0,58.1468,58.3137,41.6174,83.9597,65.0243,0.7467,0.125,0.0222,7.75,2.448
asset,vocab_1000.txt,none,T5,23.8356,23.9312,14.0859,30.9609,27.5062,0.2952,0.0,0.0,9.403,0.6974,1.9074,0.0,0.0,22.9241,5.4945,59.4683,59.4977,44.9343,81.9279,66.0766,0.1129,0.0,0.0,9.6774,0.0,57.4356,57.599,41.6174,82.3136,64.2797,0.7242,0.1176,0.027,7.625,2.536
sick,vocab_1000.txt,none,T5,25.5816,28.2205,3.5836,33.3333,31.9816,0.0,0.0,0.0,0.0002,0.0,0.0098,0.0,0.0,3.937,0.0,57.4137,56.2045,49.6119,67.5894,63.6295,0.0,0.0,0.0,0.0,0.0,60.4345,59.4851,52.1693,69.7908,65.8301,0.1757,0.1,0.0435,4.1333,0.3333
turk_corpus,vocab_1000.txt,none,BYT5,22.4985,22.9224,8.5612,33.2918,29.2937,0.6715,0.0,0.0,5.2881,2.301,1.8209,0.0,0.0,25.6861,5.0101,64.7659,64.5934,48.5029,76.2523,69.9593,1.4687,0.0,0.0,25.0,5.2632,64.091,63.5779,50.9303,82.1697,70.3935,1.0647,0.8966,0.1818,5.5,1.7709
