Dataset,Vocabulary,Exempt_Mode,Model_ID,SARI_Avg,SARI_Median,SARI_Min,SARI_Max,SARI_P90,BLEU_Avg,BLEU_Median,BLEU_Min,BLEU_Max,BLEU_P90,METEOR_Avg,METEOR_Median,METEOR_Min,METEOR_Max,METEOR_P90,BERTScore_Avg,BERTScore_Median,BERTScore_Min,BERTScore_Max,BERTScore_P90,Jaccard_Similarity_Avg,Jaccard_Similarity_Median,Jaccard_Similarity_Min,Jaccard_Similarity_Max,Jaccard_Similarity_P90,Cosine_Similarity_Avg,Cosine_Similarity_Median,Cosine_Similarity_Min,Cosine_Similarity_Max,Cosine_Similarity_P90,Compression_Ratio_Avg,Compression_Ratio_Median,Compression_Ratio_Min,Compression_Ratio_Max,Compression_Ratio_P90
sick,vocab_1600.txt,none,T5,25.6631,28.2859,3.5836,41.5215,32.0175,0.0274,0.0,0.0,5.9237,0.0,0.2278,0.0,0.0,32.218,0.0,57.732,56.2484,49.6119,84.171,63.7705,0.3008,0.0,0.0,36.3636,0.0,60.6353,59.618,52.1692,89.0075,65.937,0.318,0.1,0.0435,4.4286,0.6036
turk_corpus,vocab_1600.txt,none,BYT5,22.4958,23.1209,8.5612,34.5616,29.2937,0.6512,0.0,0.0,6.4117,2.4075,1.9671,0.0,0.0,34.4849,5.2083,64.9323,64.875,49.8677,80.0202,70.08,1.6447,0.0,0.0,25.0,6.25,64.2008,63.8266,50.1008,82.9677,70.9847,1.0476,0.875,0.0192,5.5,1.8212
asset,vocab_1600.txt,none,BYT5,24.0327,24.1869,14.0859,30.9609,27.6174,0.7996,0.0,0.0,9.1638,2.6574,2.1947,0.0,0.0,30.5473,5.8548,65.3214,65.2129,53.7781,81.3706,69.9537,0.9604,0.0,0.0,14.2857,4.5455,63.6056,63.3524,49.1321,82.1217,70.034,0.9844,0.84,0.0294,4.3333,1.6667
sick,vocab_1600.txt,none,BYT5,26.048,28.4145,3.5836,39.359,32.2917,0.3606,0.0,0.0,4.2377,1.9218,1.3262,0.0,0.0,29.0404,4.9505,65.3695,65.3059,56.3681,81.2233,70.6633,2.7182,0.0,0.0,30.0,10.0,66.2037,65.9675,55.285,87.3442,72.6339,1.7265,1.6,0.5,4.1429,2.5556
turk_corpus,vocab_1600.txt,none,EMB_SUB,24.1444,24.682,9.4956,42.9951,30.6332,3.7165,3.0891,0.0,17.7784,7.4956,12.5362,10.4252,0.0,47.5411,25.1054,71.1867,71.3927,55.3537,84.1629,76.178,9.8515,8.8235,0.0,36.3636,19.0476,70.5721,70.8206,53.2915,87.9867,75.6132,0.9957,1.0,0.9038,1.0,1.0
asset,vocab_1600.txt,none,EMB_SUB,25.6846,25.9405,14.0859,39.7736,29.6867,4.0902,3.3772,0.0,23.4624,7.5515,13.7464,11.5192,0.0,53.7876,27.6884,71.4778,71.464,60.6237,85.2156,76.1624,6.6843,5.8824,0.0,26.087,15.0303,69.3387,69.4548,50.7336,83.5457,74.4483,0.9804,1.0,0.3333,2.6,1.1667
sick,vocab_1600.txt,none,EMB_SUB,28.1152,29.5726,7.7503,41.2945,34.9015,3.8597,3.7374,0.0,28.0395,6.8983,10.8727,10.0,0.0,56.9863,22.0717,72.8365,72.7631,64.6877,83.5184,77.8074,20.6255,20.0,0.0,46.6667,33.3333,75.222,74.9144,66.7933,90.2761,79.9257,1.0,1.0,1.0,1.0,1.0
turk_corpus,vocab_1700.txt,english_stopwords,MLM,32.0742,31.4482,13.1531,53.6547,41.063,18.1218,14.3366,1.2537,79.5271,37.191,46.2372,46.3572,11.811,85.3462,67.0204,82.5904,82.8422,67.9312,95.3697,88.9714,36.7644,36.6667,10.0,87.5,50.2326,85.4769,86.0352,68.1567,98.3726,91.2414,0.943,0.9444,0.6897,1.0,1.0
asset,vocab_1700.txt,english_stopwords,MLM,34.0946,33.2335,20.6313,55.1822,42.3973,19.3349,15.5801,3.3165,82.8966,38.7134,47.8567,48.0072,14.5349,89.6518,64.4635,82.8239,83.0603,67.6386,96.9495,88.7055,27.6016,26.087,3.8462,65.0,42.4176,82.7991,83.122,61.6007,96.4051,89.583,0.9305,0.9444,0.3,2.6,1.1439
sick,vocab_1700.txt,english_stopwords,MLM,29.7803,29.1017,2.0833,73.3929,41.4722,14.6458,9.8745,0.0,88.0112,35.5439,38.161,35.4938,0.0,89.9383,71.1216,83.5862,83.1754,65.7794,97.2197,91.6753,58.7857,59.4118,18.1818,100.0,77.8571,91.9403,92.6479,76.2766,100.0,96.9615,0.9676,1.0,0.8333,1.0,1.0
turk_corpus,vocab_1700.txt,english_stopwords,T5,25.0552,24.8739,8.5612,49.945,34.3999,1.2998,0.0017,0.0,17.0597,3.8846,8.4714,3.7313,0.0,50.9044,25.2751,63.3745,62.9177,44.5291,87.1195,75.3312,7.1923,0.0,0.0,41.9355,22.4753,62.1605,61.4742,41.6174,88.8444,75.2099,2.0471,1.7222,0.0286,10.1667,4.7692
asset,vocab_1700.txt,english_stopwords,T5,26.6591,25.922,14.0859,49.2899,33.5451,1.5736,0.5845,0.0,14.5932,4.803,9.3067,5.0,0.0,48.8167,26.5382,63.9781,63.2066,44.9343,87.5004,76.0146,6.2735,0.0,0.0,41.9355,19.6098,61.2954,61.091,41.6174,85.7134,73.5351,1.9606,1.7714,0.0294,10.5,4.4286
sick,vocab_1700.txt,english_stopwords,T5,26.0288,28.294,3.5836,46.0941,32.3155,0.2205,0.0,0.0,11.1149,0.5845,1.7117,0.0,0.0,33.7879,4.6864,59.379,56.6305,49.6119,83.3684,68.4114,2.8872,0.0,0.0,52.9412,8.4091,62.2445,60.4689,52.6443,90.5264,69.1439,0.6582,0.1111,0.0476,7.625,2.6957
turk_corpus,vocab_1700.txt,english_stopwords,BYT5,26.3049,26.3211,9.9666,54.1748,34.0806,3.9657,2.6584,0.0,46.3531,8.5952,13.6432,10.7527,0.0,53.0952,26.8541,68.9025,68.8571,52.9085,88.7363,75.5721,13.1144,11.1111,0.0,57.1429,26.7879,69.544,69.0438,51.266,93.3362,79.6098,1.5646,1.3913,0.0192,7.5,2.6273
asset,vocab_1700.txt,english_stopwords,BYT5,27.7698,27.1862,16.2121,44.428,33.6608,4.2943,3.0373,0.0,45.6741,9.2006,15.3583,12.1457,0.0,53.3356,29.8611,69.405,69.3935,54.3269,88.346,76.0736,10.9519,9.5238,0.0,57.1429,22.2939,68.2142,68.0243,50.5284,87.6344,77.8777,1.4771,1.3158,0.0294,5.0,2.3877
sick,vocab_1700.txt,english_stopwords,BYT5,29.8545,30.524,3.3333,62.6984,39.409,2.828,1.6504,0.0,20.8633,6.7602,15.2711,10.2041,0.0,68.8073,37.3669,72.0261,71.8369,56.7282,88.1429,80.2084,25.6131,25.6579,0.0,80.0,50.0,76.0129,76.802,55.417,88.9462,85.1995,2.6545,2.4495,0.8667,8.25,4.0
turk_corpus,vocab_1700.txt,english_stopwords,EMB_SUB,31.7914,31.217,12.4865,53.2897,40.8301,15.9534,11.9547,1.1777,75.9836,34.2003,42.1421,42.0327,7.8947,85.5159,63.8952,78.6564,78.7092,64.6935,94.102,85.8512,36.5816,35.7143,13.3333,82.3529,52.2153,80.2694,80.4344,62.1376,97.6311,88.4089,0.9957,1.0,0.9038,1.0,1.0
asset,vocab_1700.txt,english_stopwords,EMB_SUB,33.6544,32.9241,20.3402,54.4782,41.7575,16.8641,13.2591,1.5315,75.9836,33.9768,42.9804,42.5926,8.2645,84.0262,62.0649,78.7924,78.782,63.0253,94.102,86.0516,26.9335,25.0,0.0,71.4286,41.2745,77.4899,77.816,55.8155,94.2927,85.1757,0.9804,1.0,0.3333,2.6,1.1667
sick,vocab_1700.txt,english_stopwords,EMB_SUB,29.4266,28.5076,2.0833,66.6667,41.4689,14.3295,8.9377,0.0,75.9836,35.5439,38.1596,34.2091,0.0,99.8542,71.4619,82.4449,82.0087,67.7216,97.3863,90.2261,59.0465,60.0,27.2727,100.0,77.7778,90.2524,90.6014,76.0778,100.0,95.6289,1.0,1.0,1.0,1.0,1.0
turk_corpus,vocab_1700.txt,none,MLM,24.0922,24.7409,9.8043,39.8446,30.7423,4.965,4.2663,0.0,18.7983,8.9154,17.2011,15.2672,3.6232,49.6224,28.3777,75.7006,76.2509,60.9122,89.1998,80.6483,8.8041,7.6923,0.0,34.7826,17.6471,76.237,76.9307,59.1963,89.8303,82.3229,0.8406,0.8571,0.4091,1.0,0.9509
asset,vocab_1700.txt,none,MLM,25.6533,25.8208,14.0859,38.8228,29.771,5.3722,4.4569,1.2302,37.5023,9.2758,18.7166,16.6667,4.5872,63.0252,31.5863,76.1571,76.7477,63.0569,89.6616,81.1532,6.4142,5.7143,0.0,27.2727,13.6677,74.939,75.8416,55.0074,88.1991,81.0452,0.8309,0.8462,0.2,2.2,1.0403
sick,vocab_1700.txt,none,MLM,27.889,29.6344,5.8824,41.7937,35.1164,4.0144,3.7478,0.0,28.0395,7.215,10.8933,10.3271,0.0,42.0635,21.2963,76.8951,76.9934,62.4829,88.6233,81.7911,16.4703,15.7895,0.0,44.4444,28.5714,80.5684,80.7973,69.9855,90.6588,85.1943,0.876,0.875,0.5,1.0,1.0
turk_corpus,vocab_1700.txt,none,T5,22.4903,22.9943,8.5612,48.4116,29.1294,0.3373,0.0,0.0,10.5763,0.8294,2.0915,0.0,0.0,27.0348,5.1073,59.9522,60.5453,44.5291,82.7179,66.5138,1.1284,0.0,0.0,36.3636,4.2029,59.3076,59.5651,41.6174,86.5972,65.8199,1.0071,0.25,0.0278,7.75,3.1757
asset,vocab_1700.txt,none,T5,24.0187,24.1061,14.0859,30.9609,27.6331,0.4592,0.0,0.0,9.8472,1.5267,2.4822,0.0,0.0,25.702,6.0976,60.5902,60.7047,44.9343,82.9966,67.4557,0.7266,0.0,0.0,12.0,3.7037,58.4736,59.1323,41.6174,80.9065,65.1607,0.9938,0.25,0.027,6.8889,3.0133
sick,vocab_1700.txt,none,T5,25.6631,28.2859,3.5836,41.5215,32.0175,0.0274,0.0,0.0,5.9237,0.0,0.2278,0.0,0.0,32.218,0.0,57.732,56.2484,49.6119,84.171,63.7705,0.3008,0.0,0.0,36.3636,0.0,60.6353,59.618,52.1692,89.0075,65.937,0.318,0.1,0.0435,4.4286,0.6036
turk_corpus,vocab_1700.txt,none,BYT5,22.5092,23.1606,8.5612,34.5616,29.2937,0.6773,0.0,0.0,8.5005,2.4151,2.0511,0.0,0.0,34.4849,5.388,64.9211,64.8032,49.8677,77.6094,70.1669,1.6967,0.0,0.0,25.0,6.2903,64.2312,63.8266,50.1008,82.9001,71.1763,1.0535,0.875,0.0192,5.5,1.8212
asset,vocab_1700.txt,none,BYT5,24.0479,24.2094,14.0859,30.9609,27.6174,0.8223,0.0,0.0,9.1638,2.7197,2.2757,0.0,0.0,30.5473,6.0314,65.3538,65.2129,53.7781,77.6534,70.1417,1.0051,0.0,0.0,14.2857,4.5455,63.5948,63.18,49.1321,82.1217,70.2311,0.9898,0.8421,0.0294,4.3333,1.6667
sick,vocab_1700.txt,none,BYT5,26.0813,28.4145,3.5836,39.359,32.3032,0.3782,0.0,0.0,4.2377,1.9244,1.3634,0.0,0.0,29.0404,5.0319,65.3906,65.3169,56.3681,81.9186,70.6977,2.7342,0.0,0.0,30.0,11.1111,66.2093,65.8478,55.285,87.9379,72.8738,1.7458,1.6,0.5,4.8333,2.5571
turk_corpus,vocab_1700.txt,none,EMB_SUB,24.1593,24.6627,9.4956,42.9951,30.6332,3.7486,3.0891,0.0,17.7784,7.4956,12.6661,10.5634,0.0,47.5411,25.1054,71.2463,71.4443,55.3537,84.1629,76.2585,9.9791,8.8235,0.0,36.3636,19.2308,70.6501,70.8378,53.2915,87.9867,75.6132,0.9957,1.0,0.9038,1.0,1.0
asset,vocab_1700.txt,none,EMB_SUB,25.7039,25.9405,14.0859,39.7736,29.7659,4.1365,3.3772,0.0,23.4624,7.5515,13.9257,11.5385,0.0,53.7876,27.9842,71.5392,71.4709,60.655,85.2156,76.1624,6.7659,5.8824,0.0,26.087,15.1981,69.4079,69.4229,50.7336,83.5457,74.5386,0.9804,1.0,0.3333,2.6,1.1667
sick,vocab_1700.txt,none,EMB_SUB,28.1152,29.5726,7.7503,41.2945,34.9015,3.8597,3.7374,0.0,28.0395,6.8983,10.8727,10.0,0.0,56.9863,22.0717,72.8191,72.7631,64.6877,83.5184,77.7478,20.6255,20.0,0.0,46.6667,33.3333,75.209,74.9514,66.7933,90.2761,79.9154,1.0,1.0,1.0,1.0,1.0
turk_corpus,vocab_1800.txt,english_stopwords,MLM,32.1085,31.4482,13.1531,53.6547,41.2028,18.2095,14.7134,1.2537,79.5271,37.3342,46.2982,46.5449,11.811,85.3462,67.0204,82.6167,82.8181,67.9312,95.3697,88.9714,36.8019,36.6667,10.0,87.5,50.2326,85.5025,86.0705,68.1567,98.3726,91.2926,0.9431,0.9444,0.6897,1.0,1.0
asset,vocab_1800.txt,english_stopwords,MLM,34.1296,33.2981,20.6313,55.1822,42.5385,19.4117,15.6197,3.3165,82.8966,39.1633,47.8838,48.3678,14.5349,89.6518,64.4635,82.8399,82.9289,67.6386,96.9495,88.7055,27.6434,26.087,3.8462,65.0,42.8571,82.8212,83.0638,61.6007,96.4051,89.583,0.9306,0.9444,0.3,2.6,1.1439
sick,vocab_1800.txt,english_stopwords,MLM,29.6979,28.9141,2.0833,73.3929,41.4289,15.0704,10.1072,0.0,88.0112,36.9601,38.5534,35.2816,0.0,98.8013,73.1164,83.6709,83.2713,65.7794,98.838,91.7924,59.659,60.0,18.1818,100.0,80.0,92.0857,92.6479,76.2766,100.0,96.9716,0.9683,1.0,0.8333,1.0,1.0
turk_corpus,vocab_1800.txt,english_stopwords,T5,25.0841,24.8739,8.5612,49.945,34.5173,1.3062,0.0017,0.0,17.0597,3.9562,8.4399,3.7313,0.0,50.9044,24.9323,63.3795,62.9177,44.5291,87.1195,75.3312,7.2254,0.0,0.0,41.9355,22.4592,62.1642,61.4742,41.6174,88.8444,75.1229,2.0471,1.7222,0.0286,10.1667,4.7692
asset,vocab_1800.txt,english_stopwords,T5,26.6889,25.9052,14.0859,49.2899,33.601,1.5655,0.5845,0.0,14.5932,4.6942,9.303,5.0,0.0,48.8167,26.5382,63.9852,63.2066,44.9343,87.5004,75.9587,6.3328,0.0,0.0,41.9355,19.6098,61.3063,61.091,41.6174,85.7134,73.3693,1.9606,1.7714,0.0294,10.5,4.4286
sick,vocab_1800.txt,english_stopwords,T5,26.0303,28.294,3.5836,46.0941,32.4074,0.2203,0.0,0.0,11.1149,0.5845,1.732,0.0,0.0,34.3862,4.6864,59.3831,56.6305,49.6119,83.3684,68.4114,2.8707,0.0,0.0,52.9412,8.4091,62.2325,60.4689,52.6443,90.5264,69.1439,0.6605,0.1111,0.0476,7.625,2.6522
turk_corpus,vocab_1800.txt,english_stopwords,BYT5,26.3563,26.4059,9.9666,54.1748,34.0806,4.0339,2.7077,0.0,46.3531,8.6155,13.87,11.1111,0.0,53.0952,28.1699,68.9653,68.8571,52.9085,88.7363,75.6443,13.2329,11.5385,0.0,57.1429,26.993,69.621,69.0782,51.266,93.3362,79.6825,1.5675,1.381,0.0192,7.5,2.6424
asset,vocab_1800.txt,english_stopwords,BYT5,27.7909,27.2654,16.2121,44.428,33.6608,4.3554,3.1222,0.0,45.6741,9.4267,15.4376,12.1457,0.0,53.3356,29.9796,69.4619,69.329,54.3269,88.346,76.1467,11.0506,9.5238,0.0,57.1429,22.2939,68.2834,68.0243,50.5284,87.6344,77.9845,1.4784,1.3125,0.0294,5.0,2.3877
sick,vocab_1800.txt,english_stopwords,BYT5,30.0738,30.7023,3.3333,66.6667,39.9192,2.9276,1.6504,0.0,20.8633,7.0999,15.7844,10.336,0.0,68.8073,38.9421,72.2308,72.1408,56.7282,88.1429,80.583,26.2731,26.4912,0.0,80.0,50.0,76.2516,76.9743,55.417,88.9462,85.2018,2.6581,2.4365,0.8667,8.25,4.0
turk_corpus,vocab_1800.txt,english_stopwords,EMB_SUB,31.8122,31.217,12.4865,53.2897,40.9576,16.0391,12.0903,1.1777,75.9836,34.3604,42.2898,42.0327,7.8947,85.5159,64.2556,78.7934,78.8586,64.6935,94.102,85.9054,36.6262,35.7143,13.3333,82.3529,52.0348,80.387,80.4111,62.1376,97.6311,88.4438,0.9957,1.0,0.9038,1.0,1.0
asset,vocab_1800.txt,english_stopwords,EMB_SUB,33.686,33.1631,20.3402,54.4782,41.816,16.9255,13.4453,1.5315,75.9836,34.3604,43.1489,42.8305,8.2645,84.0262,62.4701,78.8895,78.8942,63.6515,94.102,86.1265,26.9686,25.0,0.0,71.4286,41.2745,77.6126,77.8257,55.8155,94.2927,85.2308,0.9804,1.0,0.3333,2.6,1.1667
sick,vocab_1800.txt,english_stopwords,EMB_SUB,29.3536,28.4345,2.0833,66.6667,41.2118,14.7665,9.1224,0.0,75.9836,36.9601,38.5788,34.1226,0.0,99.8542,73.3611,82.5823,82.047,67.7216,98.2125,90.4295,59.9382,60.0,27.2727,100.0,80.0,90.4441,90.6654,76.0778,100.0,95.8744,1.0,1.0,1.0,1.0,1.0
turk_corpus,vocab_1800.txt,none,MLM,24.0978,24.7409,9.8043,39.8446,30.7423,4.984,4.2746,0.0,18.7983,8.9232,17.2701,15.4484,3.6232,49.6224,28.1411,75.7649,76.2805,58.8615,89.1998,81.0266,8.8487,7.6923,0.0,33.3333,17.6471,76.324,76.9171,59.1963,89.8303,82.5202,0.8423,0.8571,0.4091,1.0,0.9509
asset,vocab_1800.txt,none,MLM,25.6683,25.862,14.0859,38.8228,29.771,5.3771,4.4569,1.3029,37.5023,9.2758,18.7333,16.6667,4.5455,63.0252,31.8813,76.1974,76.7983,63.0569,89.6616,81.1532,6.4508,5.7143,0.0,27.2727,13.8916,75.0192,75.9398,55.0074,88.1991,81.118,0.8328,0.85,0.2,2.2,1.0407
sick,vocab_1800.txt,none,MLM,27.8907,29.6717,5.8824,41.7937,34.6832,4.054,3.7727,0.0,28.0395,7.215,11.0112,10.5079,0.0,42.0635,21.3697,76.9976,77.0487,62.4829,89.5024,81.9329,16.804,15.7895,0.0,44.4444,28.5714,80.6708,80.8855,69.9855,91.041,85.5119,0.8762,0.875,0.5,1.0,1.0
turk_corpus,vocab_1800.txt,none,T5,22.4909,22.9943,8.5612,48.4116,29.1294,0.3393,0.0,0.0,10.5763,0.8294,2.1004,0.0,0.0,27.0348,5.1073,59.963,60.5488,44.5291,82.7179,66.5138,1.1284,0.0,0.0,36.3636,4.2029,59.3114,59.5651,41.6174,86.5972,65.8199,1.0164,0.2632,0.0278,7.75,3.2632
asset,vocab_1800.txt,none,T5,24.0187,24.1061,14.0859,30.9609,27.6331,0.4608,0.0,0.0,9.8472,1.5267,2.4893,0.0,0.0,25.702,6.0976,60.6,60.7834,44.9343,82.9966,67.4557,0.7266,0.0,0.0,12.0,3.7037,58.4774,59.1323,41.6174,80.9065,65.1607,1.0031,0.25,0.027,6.8889,3.0733
